timestamp,elapsed_time,FLOW1,CUMULATIVE_FLOW,PRESSURE1,PRESSURE2,PRESSURE3
2024-11-06 11:45:54,80.186797,0.0,0.12,0.66,13.37,0.0
2024-11-06 11:45:55,81.190365,0.0,0.12,0.66,13.37,0.0
2024-11-06 11:45:56,82.193412,0.0,0.12,0.66,12.88,0.0
2024-11-06 11:45:57,83.194072,0.0,0.12,0.66,12.88,0.0
2024-11-06 11:45:58,84.196963,0.0,0.12,0.9,13.37,0.0
2024-11-06 11:45:59,85.200263,0.0,0.12,0.9,13.12,0.0
2024-11-06 11:46:00,86.20423,0.0,0.12,0.9,13.12,0.0
2024-11-06 11:46:01,87.20772,0.0,0.12,0.66,13.12,0.0
2024-11-06 11:46:02,88.211154,0.0,0.12,0.66,13.12,0.0
2024-11-06 11:46:03,89.213892,0.0,0.12,0.66,13.61,0.0
2024-11-06 11:46:04,90.217502,0.0,0.12,0.66,12.88,0.0
2024-11-06 11:46:05,91.220802,0.0,0.12,0.66,13.12,0.0
2024-11-06 11:46:06,92.224287,0.0,0.12,0.9,12.88,0.0
2024-11-06 11:46:07,93.223949,0.0,0.12,0.9,13.12,0.0
2024-11-06 11:46:08,94.227367,0.0,0.12,0.66,13.61,0.0
2024-11-06 11:46:09,95.231014,0.0,0.12,0.66,13.86,0.0
2024-11-06 11:46:10,96.234385,0.0,0.12,0.9,14.1,0.0
2024-11-06 11:46:11,97.237398,0.0,0.12,1.15,14.1,0.0
2024-11-06 11:46:12,98.237448,0.0,0.12,0.9,14.35,0.0
2024-11-06 11:46:13,99.241417,0.0,0.12,0.66,14.1,0.0
2024-11-06 11:46:14,100.244228,0.0,0.12,0.9,13.86,0.0
2024-11-06 11:46:15,101.247484,0.0,0.12,0.9,13.86,0.0
2024-11-06 11:46:16,102.251394,0.0,0.12,0.9,13.86,0.0
2024-11-06 11:46:17,103.251687,0.0,0.12,0.9,13.61,0.0
2024-11-06 11:46:18,104.254119,0.0,0.12,0.9,13.61,0.0
2024-11-06 11:46:19,105.257656,0.0,0.12,0.9,13.37,0.0
2024-11-06 11:46:20,106.261103,0.0,0.12,0.66,13.37,0.0
2024-11-06 11:46:21,107.261583,0.0,0.12,0.9,13.37,0.0
2024-11-06 11:46:22,108.264299,0.0,0.12,0.9,13.61,0.0
2024-11-06 11:46:23,109.267962,0.0,0.12,0.66,13.61,0.0
2024-11-06 11:46:25,110.271022,0.0,0.12,1.15,13.86,0.0
2024-11-06 11:46:26,111.274306,0.0,0.12,0.66,13.86,0.0
2024-11-06 11:46:27,112.277607,0.0,0.12,0.9,13.86,0.0
2024-11-06 11:46:28,113.277662,0.0,0.12,0.9,13.61,0.0
2024-11-06 11:46:29,114.281359,0.0,0.12,0.66,13.61,0.0
2024-11-06 11:46:30,115.284289,0.0,0.12,0.66,13.61,0.0
2024-11-06 11:46:31,116.287569,0.0,0.12,0.9,13.61,0.0
2024-11-06 11:46:32,117.287748,0.0,0.12,0.9,13.86,0.0
2024-11-06 11:46:33,118.290964,0.0,0.12,0.66,13.61,0.0
2024-11-06 11:46:34,119.294476,0.0,0.12,0.66,13.37,0.0
2024-11-06 11:46:35,120.297613,0.0,0.12,1.15,13.37,0.0
2024-11-06 11:46:36,121.301203,0.0,0.12,0.66,13.61,0.0
2024-11-06 11:46:37,122.304481,0.0,0.12,0.66,13.61,0.0
2024-11-06 11:46:38,123.307929,0.0,0.12,0.9,13.61,0.0
2024-11-06 11:46:39,124.311083,0.0,0.12,0.9,13.37,0.0
2024-11-06 11:46:40,125.314518,0.0,0.12,0.66,13.61,0.0
2024-11-06 11:46:41,126.315242,0.0,0.12,0.66,13.37,0.0
