timestamp,elapsed_time,FLOW1,CUMULATIVE_FLOW,PRESSURE1,PRESSURE2,PRESSURE3
2024-11-06 12:13:14,45.051002,0.0,0.0,0.42,16.54,0.0
2024-11-06 12:13:15,46.054627,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:16,47.058223,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:17,48.061517,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:18,49.064583,0.0,0.0,0.66,16.06,0.0
2024-11-06 12:13:19,50.068332,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:20,51.067906,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:21,52.071805,0.0,0.0,0.9,16.3,0.0
2024-11-06 12:13:22,53.074622,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:23,54.07796,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:24,55.081406,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:25,56.081896,0.0,0.0,0.66,16.06,0.0
2024-11-06 12:13:26,57.084907,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:27,58.087934,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:28,59.091086,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:29,60.094356,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:30,61.094341,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:31,62.09827,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:32,63.10113,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:33,64.104648,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:34,65.108179,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:35,66.108006,0.0,0.0,0.66,16.3,0.0
2024-11-06 12:13:36,67.111351,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:37,68.114792,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:38,69.117516,0.0,0.0,0.42,16.3,0.0
2024-11-06 12:13:39,70.118328,0.0,0.0,1.15,16.54,0.0
2024-11-06 12:13:40,71.121819,1.5,0.02,26.81,31.94,0.0
2024-11-06 12:13:41,72.124146,0.0,0.02,26.81,32.43,0.0
2024-11-06 12:13:42,73.127791,0.0,0.02,27.54,33.16,0.0
2024-11-06 12:13:43,74.131183,0.0,0.02,27.54,33.41,0.0
2024-11-06 12:13:44,75.134697,0.0,0.02,27.79,33.41,0.0
2024-11-06 12:13:45,76.13427,0.0,0.02,28.03,33.41,0.0
2024-11-06 12:13:46,77.138299,0.0,0.02,28.03,33.65,0.0
2024-11-06 12:13:47,78.141238,0.0,0.02,28.03,33.65,0.0
2024-11-06 12:13:48,79.144265,0.0,0.02,28.03,33.65,0.0
2024-11-06 12:13:49,80.14775,0.0,0.02,28.03,33.9,0.0
2024-11-06 12:13:50,81.151762,0.0,0.02,28.03,33.65,0.0
2024-11-06 12:13:51,82.155212,0.0,0.02,28.27,33.9,0.0
2024-11-06 12:13:52,83.158399,0.0,0.02,28.03,33.65,0.0
2024-11-06 12:13:53,84.161534,0.0,0.02,28.27,33.9,0.0
2024-11-06 12:13:54,85.161512,0.0,0.02,28.27,33.9,0.0
2024-11-06 12:13:55,86.165083,0.0,0.02,27.79,33.65,0.0
2024-11-06 12:13:56,87.168683,0.0,0.02,24.36,31.45,0.0
2024-11-06 12:13:57,88.172123,0.0,0.02,27.3,33.16,0.0
2024-11-06 12:13:58,89.175061,0.0,0.02,26.56,32.92,0.0
2024-11-06 12:13:59,90.178443,0.0,0.02,26.56,32.92,0.0
2024-11-06 12:14:00,91.181791,0.0,0.02,25.83,32.43,0.0
2024-11-06 12:14:01,92.185714,0.0,0.02,26.08,32.43,0.0
2024-11-06 12:14:02,93.185826,0.0,0.02,25.83,32.18,0.0
2024-11-06 12:14:03,94.188645,0.0,0.02,25.83,32.18,0.0
2024-11-06 12:14:04,95.191978,0.0,0.02,26.56,32.92,0.0
2024-11-06 12:14:05,96.195352,0.0,0.02,26.81,33.16,0.0
2024-11-06 12:14:06,97.198724,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:07,98.199704,0.0,0.02,25.59,31.94,0.0
2024-11-06 12:14:08,99.201573,0.0,0.02,24.85,31.45,0.0
2024-11-06 12:14:09,100.205223,0.0,0.02,26.56,32.67,0.0
2024-11-06 12:14:10,101.208418,0.0,0.02,20.7,28.76,0.0
2024-11-06 12:14:11,102.211812,0.0,0.02,26.32,32.43,0.0
2024-11-06 12:14:12,103.21229,0.0,0.02,26.08,32.43,0.0
2024-11-06 12:14:13,104.215319,0.0,0.02,25.83,32.43,0.0
2024-11-06 12:14:14,105.218581,0.0,0.02,25.59,31.94,0.0
2024-11-06 12:14:15,106.221588,0.0,0.02,25.59,31.94,0.0
2024-11-06 12:14:16,107.221859,0.0,0.02,25.59,31.94,0.0
2024-11-06 12:14:17,108.225575,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:18,109.228026,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:19,110.231965,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:20,111.235232,0.0,0.02,25.83,32.18,0.0
2024-11-06 12:14:21,112.23837,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:22,113.238787,0.0,0.02,25.83,32.18,0.0
2024-11-06 12:14:23,114.24165,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:24,115.245009,0.0,0.02,25.83,32.18,0.0
2024-11-06 12:14:25,116.248301,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:26,117.248478,0.0,0.02,25.83,32.18,0.0
2024-11-06 12:14:27,118.25218,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:28,119.254702,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:29,120.258233,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:30,121.262156,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:31,122.265458,0.0,0.02,26.32,32.43,0.0
2024-11-06 12:14:32,123.268463,0.0,0.02,26.08,32.18,0.0
2024-11-06 12:14:33,124.271988,0.0,0.02,26.08,32.43,0.0
2024-11-06 12:14:34,125.275659,0.0,0.02,26.32,32.43,0.0
2024-11-06 12:14:35,126.279088,0.0,0.02,26.08,32.43,0.0
2024-11-06 12:14:36,127.2822,0.0,0.02,26.08,32.43,0.0
2024-11-06 12:14:37,128.285616,0.0,0.02,26.32,32.43,0.0
2024-11-06 12:14:38,129.285454,0.0,0.02,26.32,32.43,0.0
2024-11-06 12:14:39,130.28999,0.0,0.02,26.32,32.67,0.0
2024-11-06 12:14:40,131.2927,0.0,0.02,26.32,32.67,0.0
2024-11-06 12:14:41,132.296054,0.0,0.02,26.56,32.67,0.0
2024-11-06 12:14:42,133.299298,0.0,0.02,26.56,32.67,0.0
2024-11-06 12:14:43,134.302812,0.0,0.02,26.56,32.67,0.0
2024-11-06 12:14:44,135.303209,0.0,0.02,26.81,32.67,0.0
2024-11-06 12:14:45,136.305641,0.0,0.02,26.81,32.67,0.0
2024-11-06 12:14:46,137.30927,0.0,0.02,27.05,32.92,0.0
2024-11-06 12:14:47,138.312383,0.0,0.02,26.81,32.92,0.0
2024-11-06 12:14:48,139.315677,0.0,0.02,27.05,33.16,0.0
2024-11-06 12:14:49,140.316202,0.0,0.02,27.05,32.92,0.0
2024-11-06 12:14:50,141.319536,0.0,0.02,27.05,32.92,0.0
2024-11-06 12:14:51,142.322587,0.0,0.02,27.3,33.16,0.0
2024-11-06 12:14:52,143.325873,0.0,0.02,27.3,33.16,0.0
2024-11-06 12:14:53,144.326262,0.0,0.02,26.32,32.43,0.0
2024-11-06 12:14:54,145.329027,0.0,0.02,24.85,31.7,0.0
2024-11-06 12:14:55,146.332562,0.0,0.02,23.63,30.96,0.0
2024-11-06 12:14:56,147.335917,0.0,0.02,22.9,30.23,0.0
2024-11-06 12:14:57,148.339051,0.0,0.02,21.92,29.74,0.0
2024-11-06 12:14:58,149.342181,0.0,0.02,21.19,29.25,0.0
2024-11-06 12:14:59,150.342123,0.0,0.02,20.21,28.76,0.0
2024-11-06 12:15:00,151.345738,0.0,0.02,19.72,28.27,0.0
2024-11-06 12:15:01,152.349154,0.0,0.02,19.23,28.03,0.0
2024-11-06 12:15:02,153.35218,0.0,0.02,18.5,27.54,0.0
2024-11-06 12:15:03,154.352479,0.0,0.02,18.01,27.3,0.0
2024-11-06 12:15:04,155.356067,0.0,0.02,17.28,26.81,0.0
2024-11-06 12:15:05,156.359109,0.0,0.02,16.54,26.32,0.0
2024-11-06 12:15:06,157.362479,0.0,0.02,16.06,26.08,0.0
2024-11-06 12:15:07,158.36547,0.0,0.02,15.57,25.59,0.0
2024-11-06 12:15:08,159.368647,0.0,0.02,15.08,25.34,0.0
2024-11-06 12:15:09,160.369377,0.0,0.02,14.59,25.1,0.0
2024-11-06 12:15:10,161.372528,0.0,0.02,14.35,24.85,0.0
2024-11-06 12:15:11,162.376013,0.0,0.02,13.86,24.61,0.0
2024-11-06 12:15:12,163.379403,0.0,0.02,13.37,24.12,0.0
2024-11-06 12:15:13,164.382818,0.0,0.02,12.88,23.63,0.0
2024-11-06 12:15:14,165.386483,0.0,0.02,12.15,23.39,0.0
2024-11-06 12:15:15,166.389467,0.0,0.02,11.9,23.39,0.0
2024-11-06 12:15:16,167.393181,0.0,0.02,11.41,22.9,0.0
2024-11-06 12:15:17,168.396407,0.0,0.02,11.17,22.65,0.0
2024-11-06 12:15:18,169.399414,0.0,0.02,10.92,22.65,0.0
2024-11-06 12:15:19,170.403157,0.0,0.02,10.43,22.17,0.0
2024-11-06 12:15:20,171.40647,0.0,0.02,9.95,22.17,0.0
2024-11-06 12:15:21,172.409986,0.0,0.02,9.46,21.92,0.0
2024-11-06 12:15:22,173.410317,0.0,0.02,9.21,21.68,0.0
2024-11-06 12:15:23,174.413684,0.0,0.02,8.97,21.43,0.0
2024-11-06 12:15:24,175.416427,0.0,0.02,8.48,21.43,0.0
2024-11-06 12:15:25,176.420014,0.0,0.02,8.48,21.19,0.0
2024-11-06 12:15:26,177.420286,0.0,0.02,8.24,21.19,0.0
2024-11-06 12:15:27,178.42323,0.0,0.02,7.75,20.94,0.0
2024-11-06 12:15:28,179.426093,0.0,0.02,7.5,20.7,0.0
2024-11-06 12:15:29,180.42963,0.0,0.02,7.5,20.45,0.0
2024-11-06 12:15:30,181.432859,0.0,0.02,7.01,20.45,0.0
2024-11-06 12:15:31,182.433639,0.0,0.02,7.01,20.45,0.0
2024-11-06 12:15:32,183.436819,0.0,0.02,6.52,20.45,0.0
2024-11-06 12:15:33,184.439568,0.0,0.02,6.77,20.21,0.0
2024-11-06 12:15:34,185.443313,0.0,0.02,6.28,19.97,0.0
2024-11-06 12:15:35,186.446505,0.0,0.02,6.04,19.97,0.0
2024-11-06 12:15:36,187.446227,0.0,0.02,6.04,19.72,0.0
2024-11-06 12:15:37,188.449563,0.0,0.02,5.79,19.72,0.0
2024-11-06 12:15:38,189.452639,0.0,0.02,5.3,19.48,0.0
2024-11-06 12:15:39,190.456103,0.0,0.02,5.3,19.23,0.0
2024-11-06 12:15:40,191.456818,0.0,0.02,5.3,19.23,0.0
2024-11-06 12:15:41,192.459827,0.0,0.02,28.27,33.41,0.0
2024-11-06 12:15:42,193.463377,0.0,0.02,29.01,34.14,0.0
2024-11-06 12:15:43,194.466278,0.0,0.02,24.85,31.7,0.0
2024-11-06 12:15:44,195.469691,0.0,0.02,20.7,29.25,0.0
2024-11-06 12:15:45,196.472934,0.0,0.02,18.74,27.79,0.0
2024-11-06 12:15:46,197.473175,0.0,0.02,17.52,27.05,0.0
2024-11-06 12:15:47,198.476165,0.0,0.02,16.54,26.56,0.0
2024-11-06 12:15:48,199.479384,0.0,0.02,15.57,25.83,0.0
2024-11-06 12:15:49,200.483172,0.0,0.02,15.32,25.59,0.0
2024-11-06 12:15:50,201.486417,0.0,0.02,14.59,25.1,0.0
2024-11-06 12:15:51,202.490054,0.0,0.02,14.35,25.1,0.0
2024-11-06 12:15:52,203.493311,0.0,0.02,13.61,24.61,0.0
2024-11-06 12:15:53,204.493582,0.0,0.02,13.12,24.36,0.0
2024-11-06 12:15:54,205.497134,0.0,0.02,12.88,24.12,0.0
2024-11-06 12:15:55,206.500194,0.0,0.02,12.39,23.88,0.0
2024-11-06 12:15:56,207.503926,0.0,0.02,12.15,23.63,0.0
2024-11-06 12:15:57,208.507445,0.0,0.02,11.66,23.39,0.0
2024-11-06 12:15:58,209.510468,0.0,0.02,11.41,23.14,0.0
2024-11-06 12:15:59,210.514076,0.0,0.02,10.92,23.14,0.0
2024-11-06 12:16:00,211.516794,0.0,0.02,10.68,22.65,0.0
2024-11-06 12:16:01,212.520893,0.0,0.02,10.43,22.65,0.0
2024-11-06 12:16:02,213.523855,0.0,0.02,10.19,22.65,0.0
2024-11-06 12:16:03,214.523504,0.0,0.02,9.95,22.41,0.0
2024-11-06 12:16:04,215.527003,0.0,0.02,9.7,21.92,0.0
2024-11-06 12:16:05,216.530667,0.0,0.02,9.21,21.92,0.0
2024-11-06 12:16:06,217.534251,0.0,0.02,3.1,18.26,0.0
2024-11-06 12:16:07,218.536923,0.0,0.02,1.15,17.03,0.0
2024-11-06 12:16:08,219.540326,2.6,0.06,0.42,16.54,0.0
2024-11-06 12:16:09,220.540426,4.5,0.12,0.42,16.3,0.0
2024-11-06 12:16:10,221.543579,3.6,0.18,0.42,16.3,0.0
2024-11-06 12:16:11,222.546879,0.0,0.18,0.42,16.3,0.0
2024-11-06 12:16:12,223.550598,0.0,0.18,0.42,16.3,0.0
2024-11-06 12:16:13,224.550055,1.2,0.19,29.01,33.9,0.0
2024-11-06 12:16:14,225.554368,0.6,0.19,28.27,33.65,0.0
2024-11-06 12:16:15,226.557009,0.0,0.19,28.52,34.14,0.0
2024-11-06 12:16:16,227.560205,0.0,0.19,28.03,33.65,0.0
2024-11-06 12:16:17,228.563757,0.0,0.19,28.27,33.9,0.0
2024-11-06 12:16:18,229.567143,0.0,0.19,28.76,34.14,0.0
2024-11-06 12:16:19,230.567188,0.0,0.19,28.52,33.9,0.0
2024-11-06 12:16:20,231.570562,0.0,0.19,27.79,33.65,0.0
2024-11-06 12:16:21,232.573783,0.0,0.19,27.54,33.41,0.0
2024-11-06 12:16:22,233.577288,0.0,0.19,27.3,33.41,0.0
2024-11-06 12:16:23,234.576903,0.0,0.19,27.05,33.16,0.0
2024-11-06 12:16:24,235.580278,0.0,0.19,27.79,33.65,0.0
2024-11-06 12:16:25,236.583934,0.0,0.19,27.79,33.65,0.0
2024-11-06 12:16:26,237.587304,0.0,0.19,27.79,33.65,0.0
2024-11-06 12:16:27,238.589953,0.0,0.19,27.79,33.65,0.0
2024-11-06 12:16:28,239.590188,0.0,0.19,27.79,33.9,0.0
2024-11-06 12:16:29,240.593226,0.0,0.19,25.59,32.43,0.0
2024-11-06 12:16:30,241.596529,0.0,0.19,24.12,31.21,0.0
2024-11-06 12:16:31,242.600303,0.0,0.19,22.65,30.47,0.0
2024-11-06 12:16:32,243.603813,0.0,0.19,21.68,29.74,0.0
2024-11-06 12:16:33,244.60685,0.0,0.19,20.7,29.25,0.0
2024-11-06 12:16:34,245.610347,0.0,0.19,19.72,28.76,0.0
2024-11-06 12:16:35,246.613723,0.0,0.19,18.99,28.27,0.0
2024-11-06 12:16:36,247.617647,0.0,0.19,18.5,27.79,0.0
2024-11-06 12:16:37,248.620811,0.0,0.19,17.77,27.3,0.0
2024-11-06 12:16:38,249.620963,0.0,0.19,17.28,27.05,0.0
2024-11-06 12:16:39,250.624256,0.0,0.19,16.54,26.56,0.0
2024-11-06 12:16:40,251.627813,0.0,0.19,16.06,26.08,0.0
2024-11-06 12:16:41,252.631586,0.0,0.19,15.57,25.83,0.0
2024-11-06 12:16:42,253.63465,0.0,0.19,15.08,25.59,0.0
2024-11-06 12:16:43,254.63848,0.0,0.19,14.83,25.34,0.0
2024-11-06 12:16:44,255.641481,0.0,0.19,14.1,24.85,0.0
2024-11-06 12:16:45,256.644653,0.0,0.19,14.1,24.85,0.0
2024-11-06 12:16:46,257.644954,0.0,0.19,13.61,24.61,0.0
2024-11-06 12:16:47,258.648319,0.0,0.19,13.37,24.61,0.0
2024-11-06 12:16:48,259.651016,0.0,0.19,13.12,24.36,0.0
2024-11-06 12:16:49,260.654628,0.0,0.19,12.63,24.12,0.0
2024-11-06 12:16:50,261.657901,0.0,0.19,12.15,23.88,0.0
2024-11-06 12:16:51,262.658183,0.0,0.19,11.9,23.63,0.0
2024-11-06 12:16:52,263.660931,0.0,0.19,11.66,23.39,0.0
2024-11-06 12:16:53,264.66483,0.0,0.19,11.17,23.14,0.0
2024-11-06 12:16:54,265.667833,0.0,0.19,10.92,23.14,0.0
2024-11-06 12:16:55,266.670961,0.0,0.19,10.68,22.9,0.0
2024-11-06 12:16:56,267.671174,0.0,0.19,10.19,22.41,0.0
2024-11-06 12:16:57,268.674659,0.0,0.19,9.95,22.41,0.0
2024-11-06 12:16:58,269.677989,0.0,0.19,9.95,22.17,0.0
2024-11-06 12:16:59,270.68116,0.0,0.19,9.7,22.17,0.0
2024-11-06 12:17:00,271.68077,0.0,0.19,9.21,21.92,0.0
2024-11-06 12:17:01,272.684091,0.0,0.19,9.21,21.92,0.0
2024-11-06 12:17:02,273.68781,0.0,0.19,8.97,21.68,0.0
2024-11-06 12:17:03,274.690739,0.0,0.19,8.48,21.43,0.0
2024-11-06 12:17:04,275.694504,0.0,0.19,8.48,21.43,0.0
2024-11-06 12:17:05,276.697822,0.0,0.19,8.24,21.19,0.0
2024-11-06 12:17:06,277.697746,0.0,0.19,7.99,21.19,0.0
2024-11-06 12:17:07,278.700847,0.0,0.19,7.99,21.19,0.0
2024-11-06 12:17:08,279.704153,0.0,0.19,7.5,20.94,0.0
2024-11-06 12:17:09,280.707481,0.0,0.19,7.5,20.94,0.0
2024-11-06 12:17:10,281.708004,0.0,0.19,7.01,20.7,0.0
2024-11-06 12:17:11,282.710834,0.0,0.19,7.01,20.7,0.0
2024-11-06 12:17:12,283.714197,0.0,0.19,6.77,20.45,0.0
2024-11-06 12:17:13,284.717669,0.0,0.19,6.52,20.21,0.0
2024-11-06 12:17:14,285.721529,0.0,0.19,6.28,20.21,0.0
2024-11-06 12:17:15,286.724983,0.0,0.19,6.28,19.97,0.0
2024-11-06 12:17:16,287.72831,0.0,0.19,6.04,19.97,0.0
2024-11-06 12:17:17,288.732112,0.0,0.19,5.79,19.72,0.0
2024-11-06 12:17:18,289.734859,0.0,0.19,5.79,19.72,0.0
2024-11-06 12:17:19,290.738255,0.0,0.19,5.79,19.72,0.0
2024-11-06 12:17:20,291.741516,0.0,0.19,5.55,19.72,0.0
2024-11-06 12:17:21,292.745115,0.0,0.19,5.55,19.48,0.0
2024-11-06 12:17:22,293.748528,0.0,0.19,5.3,19.48,0.0
2024-11-06 12:17:23,294.74828,0.0,0.19,5.06,19.48,0.0
2024-11-06 12:17:24,295.751713,0.0,0.19,4.81,19.23,0.0
2024-11-06 12:17:25,296.755599,0.0,0.19,4.57,18.99,0.0
2024-11-06 12:17:26,297.758649,0.0,0.19,4.57,18.99,0.0
2024-11-06 12:17:27,298.761547,0.0,0.19,4.57,18.99,0.0
2024-11-06 12:17:28,299.764946,0.0,0.19,4.08,18.99,0.0
2024-11-06 12:17:29,300.764902,0.0,0.19,4.08,18.99,0.0
2024-11-06 12:17:30,301.768408,0.0,0.19,3.84,18.74,0.0
2024-11-06 12:17:31,302.771654,0.0,0.19,3.84,18.74,0.0
2024-11-06 12:17:32,303.774874,0.0,0.19,3.84,18.5,0.0
2024-11-06 12:17:33,304.774851,0.0,0.19,3.59,18.26,0.0
2024-11-06 12:17:34,305.778911,0.0,0.19,3.35,18.26,0.0
2024-11-06 12:17:35,306.781859,0.0,0.19,3.35,18.26,0.0
2024-11-06 12:17:36,307.785068,0.0,0.19,3.35,17.77,0.0
2024-11-06 12:17:37,308.788557,0.0,0.19,3.1,18.26,0.0
2024-11-06 12:17:38,309.79191,0.0,0.19,3.1,18.26,0.0
2024-11-06 12:17:39,310.791993,0.0,0.19,3.1,17.77,0.0
2024-11-06 12:17:40,311.795511,0.0,0.19,2.61,17.77,0.0
2024-11-06 12:17:41,312.798529,0.0,0.19,2.86,17.77,0.0
2024-11-06 12:17:42,313.801606,0.0,0.19,2.61,17.77,0.0
2024-11-06 12:17:43,314.802026,0.0,0.19,2.37,17.77,0.0
2024-11-06 12:17:44,315.805137,0.0,0.19,2.37,17.77,0.0
2024-11-06 12:17:45,316.808022,0.0,0.19,2.37,17.77,0.0
2024-11-06 12:17:46,317.811914,0.0,0.19,2.13,17.52,0.0
2024-11-06 12:17:47,318.81507,0.0,0.19,1.88,17.52,0.0
2024-11-06 12:17:48,319.815209,0.0,0.19,1.88,17.52,0.0
2024-11-06 12:17:49,320.818268,0.0,0.19,1.88,17.52,0.0
2024-11-06 12:17:50,321.821455,0.0,0.19,1.64,17.52,0.0
2024-11-06 12:17:51,322.824831,0.0,0.19,1.64,17.28,0.0
2024-11-06 12:17:52,323.828363,0.0,0.19,1.88,17.28,0.0
2024-11-06 12:17:53,324.831847,0.0,0.19,1.64,17.28,0.0
2024-11-06 12:17:54,325.835081,0.0,0.19,1.64,17.28,0.0
2024-11-06 12:17:55,326.835232,0.0,0.19,1.39,17.03,0.0
2024-11-06 12:17:56,327.83896,0.0,0.19,1.39,17.03,0.0
2024-11-06 12:17:57,328.841851,0.0,0.19,1.39,17.03,0.0
2024-11-06 12:17:58,329.845008,0.0,0.19,1.15,16.79,0.0
2024-11-06 12:17:59,330.848842,0.0,0.19,1.15,16.79,0.0
2024-11-06 12:18:00,331.85261,0.0,0.19,0.9,16.79,0.0
2024-11-06 12:18:01,332.855832,0.0,0.19,28.76,33.41,0.0
2024-11-06 12:18:02,333.859109,0.0,0.19,28.52,33.65,0.0
2024-11-06 12:18:03,334.86211,0.0,0.19,28.27,33.65,0.0
2024-11-06 12:18:04,335.865734,0.0,0.19,22.41,30.47,0.0
2024-11-06 12:18:05,336.869374,0.0,0.19,19.23,28.76,0.0
2024-11-06 12:18:06,337.869619,0.0,0.19,17.52,27.54,0.0
2024-11-06 12:18:07,338.873018,0.0,0.19,16.3,26.56,0.0
2024-11-06 12:18:08,339.875876,0.0,0.19,15.32,25.83,0.0
2024-11-06 12:18:09,340.879304,0.0,0.19,14.59,25.34,0.0
2024-11-06 12:18:10,341.882258,0.0,0.19,14.1,24.85,0.0
2024-11-06 12:18:11,342.882669,0.0,0.19,13.61,24.61,0.0
2024-11-06 12:18:12,343.886306,0.0,0.19,13.12,24.36,0.0
2024-11-06 12:18:13,344.888956,0.0,0.19,12.63,23.88,0.0
2024-11-06 12:18:14,345.89221,0.0,0.19,12.39,23.88,0.0
2024-11-06 12:18:15,346.895713,0.0,0.19,11.9,23.63,0.0
2024-11-06 12:18:16,347.895808,0.0,0.19,11.66,23.39,0.0
2024-11-06 12:18:17,348.898931,0.0,0.19,11.66,23.39,0.0
2024-11-06 12:18:18,349.902496,0.0,0.19,11.17,23.14,0.0
2024-11-06 12:18:19,350.90568,0.0,0.19,10.92,22.9,0.0
2024-11-06 12:18:20,351.906112,0.0,0.19,10.43,22.65,0.0
2024-11-06 12:18:21,352.909179,0.0,0.19,10.43,22.41,0.0
2024-11-06 12:18:22,353.912342,0.0,0.19,10.19,22.41,0.0
2024-11-06 12:18:23,354.916014,0.0,0.19,9.95,22.17,0.0
2024-11-06 12:18:24,355.918553,0.0,0.19,9.95,22.17,0.0
2024-11-06 12:18:25,356.922431,0.0,0.19,9.46,21.92,0.0
2024-11-06 12:18:26,357.922293,0.0,0.19,9.21,21.68,0.0
2024-11-06 12:18:27,358.925426,0.0,0.19,9.21,21.68,0.0
2024-11-06 12:18:28,359.928516,0.0,0.19,8.97,21.43,0.0
2024-11-06 12:18:29,360.93233,0.0,0.19,8.72,21.43,0.0
2024-11-06 12:18:30,361.93175,0.0,0.19,8.72,21.43,0.0
2024-11-06 12:18:31,362.936005,0.0,0.19,8.48,21.19,0.0
2024-11-06 12:18:32,363.939146,0.0,0.19,8.24,21.19,0.0
2024-11-06 12:18:33,364.94188,0.0,0.19,8.24,21.19,0.0
2024-11-06 12:18:34,365.945293,0.0,0.19,7.99,20.94,0.0
