timestamp,elapsed_time,FLOW1,CUMULATIVE_FLOW,PRESSURE1,PRESSURE2,PRESSURE3
2024-11-04 22:23:10,1.003309,0.0,0.0,69.57,68.6,0.0
2024-11-04 22:23:11,2.006517,0.0,0.0,75.2,74.46,0.0
2024-11-04 22:23:12,3.010454,0.0,0.0,76.42,75.68,0.0
2024-11-04 22:23:13,4.009921,0.0,0.0,71.29,70.31,0.0
2024-11-04 22:23:14,5.013192,0.0,0.0,74.22,73.24,0.0
2024-11-04 22:23:15,6.016506,0.0,0.0,73.97,73.0,0.0
