timestamp,elapsed_time,FLOW1,CUMULATIVE_FLOW,PRESSURE1,PRESSURE2,PRESSURE3
2024-11-04 21:08:06,1.002748,0.0,0.0,58.58,57.11,0.0
2024-11-04 21:08:07,2.006463,0.0,0.0,58.82,57.6,0.0
2024-11-04 21:08:08,3.00965,0.0,0.0,60.53,59.56,0.0
2024-11-04 21:08:09,4.012815,0.0,0.0,61.75,60.53,0.0
2024-11-04 21:08:10,5.012898,0.0,0.0,62.24,61.02,0.0
2024-11-04 21:08:11,6.016875,0.0,0.0,61.75,60.53,0.0
2024-11-04 21:08:12,7.01974,0.0,0.0,60.53,59.07,0.0
